lemma,ipa,english,pos,gender,module,level,note,image_url
запаморочення,/zɑpɑmoˈrotʃɛnʲːɑ/,dizziness,noun,n,68,A2+,,
здоров'я,/zdoˈrovj'ɑ/,health,noun,n,68,A2+,,
інфекція,/inˈfɛktsʲijɑ/,infection,noun,f,68,A2+,,
кістка,/ˈkʲistkɑ/,bone,noun,f,68,A2+,,
коліно,/koˈlʲino/,knee,noun,n,68,A2+,,
кров,/krov/,blood,noun,f,68,A2+,,
легені,/lɛˈɦɛnʲi/,lungs,noun,pl,68,A2+,,
лікоть,/ˈlʲikotʲ/,elbow,noun,m,68,A2+,,
м'яз,/mjɑz/,muscle,noun,m,68,A2+,,
набряк,/ˈnɑbrʲɑk/,swelling,noun,m,68,A2+,,
нирки,/ˈnɪrkɪ/,kidneys,noun,pl,68,A2+,,
нудота,/nuˈdotɑ/,nausea,noun,f,68,A2+,,
одужати,/oduˈʒɑtɪ/,to recover,verb,-,68,A2+,pf,
пацієнт,/pɑtsʲiˈjɛnt/,patient,noun,m,68,A2+,,
печінка,/pɛˈtʃʲinkɑ/,liver,noun,f,68,A2+,,
плече,/plɛˈtʃɛ/,shoulder,noun,n,68,A2+,,
почуватися,/potʃuˈvɑtɪsʲɑ/,to feel,verb,-,68,A2+,impf,
серце,/ˈsɛrtsɛ/,heart,noun,n,68,A2+,,
слабкість,/ˈslɑbkʲistʲ/,weakness,noun,f,68,A2+,,
суглоб,/ˈsuɦlob/,joint,noun,m,68,A2+,,
травма,/ˈtrɑvmɑ/,injury,noun,f,68,A2+,,
хворий,/xvoˈrɪj/,sick,adj,-,68,A2+,,
швидка допомога,/ˈʃvɪdkɑ doˈpomoɦɑ/,ambulance,noun,f,68,A2+,,
шкіра,/ˈʃkʲirɑ/,skin,noun,f,68,A2+,,
шлунок,/ˈʃlunok/,stomach,noun,m,68,A2+,,
щиколотка,/ʃtʃɪˈkolotkɑ/,ankle,noun,f,68,A2+,,
балкон,/bɑlˈkon/,balcony,noun,m,69,A2+,,
ванна,/ˈvɑnːɑ/,bathtub,noun,f,69,A2+,,
дзеркало,/ˈdzɛrkɑlo/,mirror,noun,n,69,A2+,,
диван,/dɪˈvɑn/,sofa,noun,m,69,A2+,,
журнальний столик,/ʒurnɑlʲnɪj ˈstolɪk/,coffee table,noun,m,69,A2+,,
затишний,/zɑˈtɪʃnɪj/,cozy,adj,-,69,A2+,,
квартира,/kvɑrˈtɪrɑ/,apartment,noun,f,69,A2+,,
килим,/kɪˈlɪm/,"carpet, rug",noun,m,69,A2+,,
ковдра,/ˈkovdrɑ/,blanket,noun,f,69,A2+,,
комод,/koˈmod/,dresser,noun,m,69,A2+,,
крісло,/ˈkrʲislo/,armchair,noun,n,69,A2+,,
ліфт,/lʲift/,elevator,noun,m,69,A2+,,
матрац,/mɑˈtrɑts/,mattress,noun,m,69,A2+,,
мийка,/ˈmɪjkɑ/,sink,noun,f,69,A2+,,
мило,/ˈmɪlo/,soap,noun,n,69,A2+,,
обладнаний,/oblɑdˈnɑnɪj/,furnished,adj,-,69,A2+,,
орендувати,/orɛnduˈvɑtɪ/,to rent,verb,-,69,A2+,impf,
переїжджати,/pɛrɛˈjiʒdʒɑtɪ/,to move,verb,-,69,A2+,impf,
пилососити,/pɪloˈsosɪtɪ/,to vacuum,verb,-,69,A2+,impf,
письмовий стіл,/pɪsʲˈmovɪj stʲil/,desk,noun,m,69,A2+,,
подушка,/poˈduʃkɑ/,pillow,noun,f,69,A2+,,
посуд,/ˈposud/,dishes,noun,m,69,A2+,,
пральна машина,/ˈprɑlʲnɑ mɑˈʃɪnɑ/,washing machine,noun,f,69,A2+,,
прибирати,/prɪbɪˈrɑtɪ/,to clean,verb,-,69,A2+,impf,
простирадло,/prostɪˈrɑdlo/,sheet,noun,n,69,A2+,,
просторий,/prosˈtorɪj/,spacious,adj,-,69,A2+,,
рушник,/ruʃˈnɪk/,towel,noun,m,69,A2+,,
світлий,/ˈsvʲitlɪj/,bright,adj,-,69,A2+,,
сучасний,/sutʃɑsˈnɪj/,modern,adj,-,69,A2+,,
сходи,/ˈsxodɪ/,stairs,noun,pl,69,A2+,,
тумбочка,/tumˈbotʃkɑ/,nightstand,noun,f,69,A2+,,
умивальник,/umɪˈvɑlʲnɪk/,sink (bathroom),noun,m,69,A2+,,
шафа,/ˈʃɑfɑ/,wardrobe,noun,f,69,A2+,,
штори,/ˈʃtorɪ/,curtains,noun,pl,69,A2+,,
шухляда,/ʃuxˈlʲɑdɑ/,drawer,noun,f,69,A2+,,
бджола,/bdʒoˈlɑ/,bee,noun,f,70,A2+,,
береза,/bɛˈrɛzɑ/,birch,noun,f,70,A2+,,
білка,/ˈbʲilkɑ/,squirrel,noun,f,70,A2+,,
блискавка,/blɪsˈkɑvkɑ/,lightning,noun,f,70,A2+,,
болото,/boˈloto/,swamp,noun,n,70,A2+,,
буря,/ˈburʲɑ/,storm,noun,f,70,A2+,,
ведмідь,/vɛdˈmʲidʲ/,bear,noun,m,70,A2+,,
вовк,/vovk/,wolf,noun,m,70,A2+,,
водоспад,/vodosˈpɑd/,waterfall,noun,m,70,A2+,,
гора,/ɦoˈrɑ/,mountain,noun,f,70,A2+,,
град,/ɦrɑd/,hail,noun,m,70,A2+,,
грім,/ɦrʲim/,thunder,noun,m,70,A2+,,
долина,/doˈlɪnɑ/,valley,noun,f,70,A2+,,
дуб,/dub/,oak,noun,m,70,A2+,,
забруднення,/zɑbrudˈnɛnʲːɑ/,pollution,noun,n,70,A2+,,
заметіль,/zɑmɛˈtʲilʲ/,snowstorm,noun,f,70,A2+,,
заповідник,/zɑpoˈvʲidnɪk/,nature reserve,noun,m,70,A2+,,
злива,/ˈzlɪvɑ/,downpour,noun,f,70,A2+,,
їжак,/jiˈʒɑk/,hedgehog,noun,m,70,A2+,,
лелека,/lɛˈlɛkɑ/,stork,noun,m,70,A2+,,
лисиця,/lɪˈsɪtsʲɑ/,fox,noun,f,70,A2+,,
метелик,/mɛˈtɛlɪk/,butterfly,noun,m,70,A2+,,
мряка,/ˈmrʲɑkɑ/,drizzle,noun,f,70,A2+,,
озеро,/ˈozɛro/,lake,noun,n,70,A2+,,
острів,/ˈostrʲiv/,island,noun,m,70,A2+,,
переробка,/pɛrɛˈrobkɑ/,recycling,noun,f,70,A2+,,
природа,/prɪˈrodɑ/,nature,noun,f,70,A2+,,
прогноз погоди,/proɦˈnoz poˈɦodɪ/,weather forecast,noun,m,70,A2+,,
рівнина,/rʲivˈnɪnɑ/,plain,noun,f,70,A2+,,
сова,/soˈvɑ/,owl,noun,f,70,A2+,,
соняшник,/soˈnʲɑʃnɪk/,sunflower,noun,m,70,A2+,,
сосна,/sosˈnɑ/,pine,noun,f,70,A2+,,
спека,/ˈspɛkɑ/,heat,noun,f,70,A2+,,
степ,/stɛp/,steppe,noun,m,70,A2+,,
троянда,/troˈjɑndɑ/,rose,noun,f,70,A2+,,
узбережжя,/uzˈbɛrɛʒːɑ/,coast,noun,n,70,A2+,,
вдячний,/ˈvdʲɑtʃnɪj/,grateful,adj,-,71,A2+,,
впертий,/ˈvpɛrtɪj/,stubborn,adj,-,71,A2+,,
втомлений,/ˈvtomlɛnɪj/,tired,adj,-,71,A2+,,
гордий,/ˈɦordɪj/,proud,adj,-,71,A2+,,
грубий,/ˈɦrubɪj/,rude,adj,-,71,A2+,,
жадібний,/ʒɑˈdʲibnɪj/,greedy,adj,-,71,A2+,,
задоволений,/zɑdoˈvolɛnɪj/,satisfied,adj,-,71,A2+,,
заздрити,/ˈzɑzdrɪtɪ/,to envy,verb,-,71,A2+,impf,
заздрісний,/ˈzɑzdrʲisnɪj/,jealous,adj,-,71,A2+,,
закоханий,/zɑkoˈxɑnɪj/,in love,adj,-,71,A2+,,
зарозумілий,/zɑrozuˈmʲilɪj/,arrogant,adj,-,71,A2+,,
засмучений,/zɑsˈmutʃɛnɪj/,upset,adj,-,71,A2+,,
захоплений,/zɑˈxoplɛnɪj/,delighted,adj,-,71,A2+,,
злий,/zlɪj/,angry,adj,-,71,A2+,,
знервований,/znɛrˈvovɑnɪj/,nervous,adj,-,71,A2+,,
лінивий,/lʲiˈnɪvɪj/,lazy,adj,-,71,A2+,,
надійний,/nɑˈdʲijnɪj/,reliable,adj,-,71,A2+,,
натхненний,/nɑtxˈnɛnːɪj/,inspired,adj,-,71,A2+,,
плакати,/ˈplɑkɑtɪ/,to cry,verb,-,71,A2+,impf,
працьовитий,/prɑtsʲoˈvɪtɪj/,hardworking,adj,-,71,A2+,,
радісний,/ˈrɑdʲisnɪj/,joyful,adj,-,71,A2+,,
радіти,/ˈrɑdʲitɪ/,to rejoice,verb,-,71,A2+,impf,
роздратований,/rozdrɑˈtovɑnɪj/,irritated,adj,-,71,A2+,,
розчарований,/rostʃɑˈrovɑnɪj/,disappointed,adj,-,71,A2+,,
самотній,/sɑˈmotnʲij/,lonely,adj,-,71,A2+,,
сміливий,/smʲiˈlɪvɪj/,brave,adj,-,71,A2+,,
стривожений,/strɪˈvoʒɛnɪj/,anxious,adj,-,71,A2+,,
схвильований,/sxvɪlʲoˈvɑnɪj/,"excited, anxious",adj,-,71,A2+,,
терплячий,/tɛrpˈlʲɑtʃɪj/,patient,adj,-,71,A2+,,
хвилюватися,/xvɪlʲuˈvɑtɪsʲɑ/,to worry,verb,-,71,A2+,impf,
чесний,/ˈtʃɛsnɪj/,honest,adj,-,71,A2+,,
щедрий,/ˈʃtʃɛdrɪj/,generous,adj,-,71,A2+,,
адвокат,/ɑdvoˈkɑt/,attorney,noun,m,72,A2+,,
викладач,/vɪklɑˈdɑtʃ/,lecturer,noun,m,72,A2+,,
відділ,/vʲidˈdʲil/,department,noun,m,72,A2+,,
відрядження,/vʲidrʲɑˈdʒɛnʲːɑ/,business trip,noun,n,72,A2+,,
дедлайн,/ˈdɛdlɑjn/,deadline,noun,m,72,A2+,,
звільняти,/zvʲilʲˈnʲɑtɪ/,to fire,verb,-,72,A2+,impf,
звільнятися,/zvʲilʲˈnʲɑtɪsʲɑ/,to quit,verb,-,72,A2+,impf,
звіт,/zvʲit/,report,noun,m,72,A2+,,
кар'єра,/kɑrˈjɛrɑ/,career,noun,f,72,A2+,,
наймати,/nɑjˈmɑtɪ/,to hire,verb,-,72,A2+,impf,
нарада,/nɑˈrɑdɑ/,meeting,noun,f,72,A2+,,
науковець,/nɑuˈkovɛtsʲ/,scientist,noun,m,72,A2+,,
начальник,/nɑˈtʃɑlʲnɪk/,boss,noun,m,72,A2+,,
обов'язки,/oboˈvjɑzkɪ/,duties,noun,pl,72,A2+,,
перукар,/pɛruˈkɑr/,hairdresser,noun,m,72,A2+,,
підвищувати,/pʲidvɪˈʃʃuvɑtɪ/,to promote,verb,-,72,A2+,impf,
посада,/poˈsɑdɑ/,position,noun,f,72,A2+,,
премія,/ˈprɛmʲijɑ/,bonus,noun,f,72,A2+,,
співробітник,/spʲivroˈbʲitnɪk/,coworker,noun,m,72,A2+,,
стоматолог,/stomɑˈtoloɦ/,dentist,noun,m,72,A2+,,
хірург,/xʲiˈrurɦ/,surgeon,noun,m,72,A2+,,
акумулятор,/ɑkumuˈlʲɑtor/,battery,noun,m,73,A2+,,
вивантажувати,/vɪvɑntɑˈʒuvɑtɪ/,to upload,verb,-,73,A2+,impf,
видаляти,/vɪdɑˈlʲɑtɪ/,to delete,verb,-,73,A2+,impf,
вимикати,/vɪmɪˈkɑtɪ/,to turn off,verb,-,73,A2+,impf,
відеодзвінок,/vʲidɛoˈdzvʲinok/,video call,noun,m,73,A2+,,
вірус,/ˈvʲirus/,virus,noun,m,73,A2+,,
вмикати,/vmɪˈkɑtɪ/,to turn on,verb,-,73,A2+,impf,
встановлювати,/vstɑˈnovlʲuvɑtɪ/,to install,verb,-,73,A2+,impf,
завантажувати,/zɑvɑntɑˈʒuvɑtɪ/,to download,verb,-,73,A2+,impf,
застосунок,/zɑstoˈsunok/,"application, app",noun,m,73,A2+,,
зберігати,/zbɛrʲiˈɦɑtɪ/,to save,verb,-,73,A2+,impf,
клавіатура,/klɑvʲiɑˈturɑ/,keyboard,noun,f,73,A2+,,
коментар,/komɛnˈtɑr/,comment,noun,m,73,A2+,,
комп'ютер,/kompˈjutɛr/,computer,noun,m,73,A2+,,
лайк,/lɑjk/,like,noun,m,73,A2+,,
надсилати,/nɑdsɪˈlɑtɪ/,to send,verb,-,73,A2+,impf,
налаштування,/nɑlɑʃtuˈvɑnʲːɑ/,settings,noun,n,73,A2+,,
ноутбук,/noˈutbuk/,laptop,noun,m,73,A2+,,
оновлення,/onovˈlɛnʲːɑ/,update,noun,n,73,A2+,,
папка,/ˈpɑpkɑ/,folder,noun,f,73,A2+,,
перезавантажувати,/pɛrɛzɑvɑntɑˈʒuvɑtɪ/,to restart,verb,-,73,A2+,impf,
підписник,/pʲidˈpɪsnɪk/,follower,noun,m,73,A2+,,
планшет,/plɑnˈʃɛt/,tablet,noun,m,73,A2+,,
пошук,/ˈpoʃuk/,search,noun,m,73,A2+,,
резервна копія,/rɛˈzɛrvnɑ ˈkopʲijɑ/,backup,noun,f,73,A2+,,
сайт,/sɑjt/,website,noun,m,73,A2+,,
смартфон,/smɑrtˈfon/,smartphone,noun,m,73,A2+,,
стрічка,/ˈstrʲitʃkɑ/,feed,noun,f,73,A2+,,
файл,/fɑjl/,file,noun,m,73,A2+,,
антикваріат,/ɑntɪkvɑrʲiˈɑt/,antiques,noun,m,74,A2+,,
в'язання,/vʲjɑˈzɑnʲːɑ/,knitting,noun,n,74,A2+,,
в'язати,/vʲjɑˈzɑtɪ/,to knit,verb,-,74,A2+,impf,
велопрогулянка,/vɛloproɦuˈlʲɑnkɑ/,bike ride,noun,f,74,A2+,,
виставка,/ˈvɪstɑvkɑ/,exhibition,noun,f,74,A2+,,
вишивання,/vɪʃɪˈvɑnʲːɑ/,embroidery,noun,n,74,A2+,,
відеогра,/vʲidɛoˈɦrɑ/,video game,noun,f,74,A2+,,
відпочинок,/vʲidpoˈtʃɪnok/,"rest, relaxation",noun,m,74,A2+,,
головоломка,/ɦolovoˈlomkɑ/,brain teaser,noun,f,74,A2+,,
дозвілля,/doˈzvʲilʲːɑ/,leisure,noun,n,74,A2+,,
захоплення,/zɑˈxoplɛnʲːɑ/,"passion, enthusiasm",noun,n,74,A2+,,
караоке,/kɑrɑˈokɛ/,karaoke,noun,n,74,A2+,indecl,
квест,/kvɛst/,escape room,noun,m,74,A2+,,
кемпінг,/ˈkɛmpʲinɦ/,camping,noun,m,74,A2+,,
колекціонування,/kolɛktsʲionuˈvɑnʲːɑ/,collecting,noun,n,74,A2+,,
колекція,/koˈlɛktsʲijɑ/,collection,noun,f,74,A2+,,
концерт,/konˈtsɛrt/,concert,noun,m,74,A2+,,
кросворд,/krosˈvord/,crossword,noun,m,74,A2+,,
майструвати,/mɑjstruˈvɑtɪ/,to craft,verb,-,74,A2+,impf,
малювання,/mɑlʲuˈvɑnʲːɑ/,"drawing, painting",noun,n,74,A2+,,
малювати,/mɑlʲuˈvɑtɪ/,"to draw, paint",verb,-,74,A2+,impf,
монета,/moˈnɛtɑ/,coin,noun,f,74,A2+,,
настільна гра,/nɑˈstʲilʲnɑ ɦrɑ/,board game,noun,f,74,A2+,,
пазл,/pɑzl/,puzzle,noun,m,74,A2+,,
пікнік,/pʲikˈnʲik/,picnic,noun,m,74,A2+,,
риболовля,/rɪboˈlovlʲɑ/,fishing,noun,f,74,A2+,,
розвага,/rozˈvɑɦɑ/,entertainment,noun,f,74,A2+,,
рукоділля,/rukodʲiˈlʲːɑ/,handicrafts,noun,n,74,A2+,,
садівництво,/sɑdʲivˈnɪtstvo/,gardening,noun,n,74,A2+,,
фестиваль,/fɛstɪˈvɑlʲ/,festival,noun,m,74,A2+,,
фотографія,/fotoɦrɑˈfʲijɑ/,photography,noun,f,74,A2+,,
фотографувати,/fotoɦrɑfuˈvɑtɪ/,to photograph,verb,-,74,A2+,impf,
хобі,/ˈxobʲi/,hobby,noun,n,74,A2+,indecl,
шахи,/ˈʃɑxɪ/,chess,noun,pl,74,A2+,,
шашки,/ˈʃɑʃkɪ/,checkers,noun,pl,74,A2+,,
шиття,/ʃɪtʲˈtʲɑ/,sewing,noun,n,74,A2+,,
аспірантура,/ɑspʲirɑnˈturɑ/,graduate school,noun,f,75,A2+,,
бакалавр,/bɑkɑˈlɑvr/,bachelor's,noun,m,75,A2+,,
біологія,/bʲioˈloɦʲijɑ/,biology,noun,f,75,A2+,,
вивчати,/vɪvˈtʃɑtɪ/,to study (subj),verb,-,75,A2+,impf,
випускник,/ˈvɪpusknɪk/,graduate,noun,m,75,A2+,,
відмінник,/vʲidˈmʲinnɪk/,excellent student,noun,m,75,A2+,,
географія,/ɦɛoˈɦrɑfʲijɑ/,geography,noun,f,75,A2+,,
гімназія,/ɦʲimˈnɑzʲijɑ/,gymnasium,noun,f,75,A2+,,
декан,/dɛˈkɑn/,dean,noun,m,75,A2+,,
диплом,/dɪpˈlom/,diploma,noun,m,75,A2+,,
дипломна робота,/dɪpˈlomnɑ roˈbotɑ/,thesis,noun,f,75,A2+,,
дитячий садок,/dɪˈtʲɑtʃɪj sɑˈdok/,kindergarten,noun,m,75,A2+,,
закінчувати,/zɑˈkʲintʃuvɑtɪ/,to graduate,verb,-,75,A2+,impf,
залік,/zɑˈlʲik/,credit test,noun,m,75,A2+,,
здавати,/zdɑˈvɑtɪ/,to pass,verb,-,75,A2+,impf,
зошит,/ˈzoʃɪt/,notebook,noun,m,75,A2+,,
інформатика,/informɑˈtɪkɑ/,computer science,noun,f,75,A2+,,
іспит,/ˈispɪt/,exam,noun,m,75,A2+,,
конспект,/konˈspɛkt/,notes,noun,m,75,A2+,,
курсова робота,/kurˈsovɑ roˈbotɑ/,term paper,noun,f,75,A2+,,
література,/lʲitɛrɑˈturɑ/,literature,noun,f,75,A2+,,
ліцей,/lʲiˈtsɛj/,lyceum,noun,m,75,A2+,,
магістр,/mɑˈɦʲistr/,master's,noun,m,75,A2+,,
математика,/mɑtɛˈmɑtɪkɑ/,mathematics,noun,f,75,A2+,,
одногрупник,/odnoˈɦrupnɪk/,classmate (uni),noun,m,75,A2+,,
однокласник,/odnoˈklɑsnɪk/,classmate (school),noun,m,75,A2+,,
оцінка,/oˈtsʲinkɑ/,grade,noun,f,75,A2+,,
підручник,/pʲidˈrutʃnɪk/,textbook,noun,m,75,A2+,,
початкова школа,/potʃɑtˈkovɑ ˈʃkolɑ/,elementary school,noun,f,75,A2+,,
пропускати,/propusˈkɑtɪ/,to miss,verb,-,75,A2+,impf,
ректор,/ˈrɛktor/,rector,noun,m,75,A2+,,
реферат,/rɛfɛˈrɑt/,essay,noun,m,75,A2+,,
семестр,/sɛˈmɛstr/,semester,noun,m,75,A2+,,
семінар,/sɛmʲiˈnɑr/,seminar,noun,m,75,A2+,,
сесія,/ˈsɛsʲijɑ/,exam period,noun,f,75,A2+,,
складати,/sklɑˈdɑtɪ/,to take (exam),verb,-,75,A2+,impf,
спеціальність,/spɛtsʲiˈɑlʲnʲistʲ/,"major, specialty",noun,f,75,A2+,,
ступінь,/ˈstupʲinʲ/,degree,noun,m,75,A2+,,
факультет,/fɑkulʲˈtɛt/,faculty,noun,m,75,A2+,,
фізика,/ˈfʲizɪkɑ/,physics,noun,f,75,A2+,,
хімія,/ˈxʲimʲijɑ/,chemistry,noun,f,75,A2+,,
автосервіс,/ɑvtosɛrˈvʲis/,car service,noun,m,76,A2+,,
ательє,/ɑtɛˈlʲjɛ/,tailor shop,noun,n,76,A2+,,
бронювати,/broˈnʲuvɑtɪ/,to book,verb,-,76,A2+,impf,
булочна,/buˈlotʃnɑ/,bakery,noun,f,76,A2+,,
валюта,/vɑˈlʲutɑ/,currency,noun,f,76,A2+,,
відстеження,/vʲidˈstɛʒɛnʲːɑ/,tracking,noun,n,76,A2+,,
вклад,/vklɑd/,deposit,noun,m,76,A2+,,
гарантія,/ɦɑˈrɑntʲijɑ/,warranty,noun,f,76,A2+,,
доставляти,/dostɑvˈlʲɑtɪ/,to deliver,verb,-,76,A2+,impf,
здача,/ˈzdɑtʃɑ/,change,noun,f,76,A2+,,
зоомагазин,/zoomɑɦɑˈzɪn/,pet store,noun,m,76,A2+,,
канцтовари,/kɑntstoˈvɑrɪ/,stationery,noun,pl,76,A2+,,
кондитерська,/kondɪˈtɛrskɑ/,confectionery,noun,f,76,A2+,,
майстерня,/mɑjˈstɛrnʲɑ/,repair shop,noun,f,76,A2+,,
обмінювати,/obmʲiˈnʲuvɑtɪ/,to exchange,verb,-,76,A2+,impf,
передоплата,/pɛrɛdopˈlɑtɑ/,prepayment,noun,f,76,A2+,,
перукарня,/pɛruˈkɑrnʲɑ/,hair salon,noun,f,76,A2+,,
повернення,/povɛrˈnɛnʲːɑ/,return,noun,n,76,A2+,,
повертати,/povɛrˈtɑtɪ/,to return,verb,-,76,A2+,impf,
розстрочка,/rozˈstrotʃkɑ/,installment,noun,f,76,A2+,,
самовивіз,/sɑmovɪˈvʲiz/,pickup,noun,m,76,A2+,,
секонд-хенд,/sɛˈkond xɛnd/,secondhand store,noun,m,76,A2+,,
скаржитися,/ˈskɑrʒɪtɪsʲɑ/,to complain,verb,-,76,A2+,impf,
супермаркет,/supɛrˈmɑrkɛt/,supermarket,noun,m,76,A2+,,
торговий центр,/torˈɦovɪj tsɛntr/,shopping mall,noun,m,76,A2+,,
універмаг,/unʲivɛrˈmɑɦ/,department store,noun,m,76,A2+,,
хімчистка,/xʲimˈtʃɪstkɑ/,dry cleaner,noun,f,76,A2+,,
ювелірний магазин,/juvɛˈlʲirnɪj mɑɦɑˈzɪn/,jewelry store,noun,m,76,A2+,,
баскетбол,/bɑskɛtˈbol/,basketball,noun,m,77,A2+,,
біг,/bʲiɦ/,running,noun,m,77,A2+,,
бігати,/ˈbʲiɦɑtɪ/,to run,verb,-,77,A2+,impf,
бокс,/boks/,boxing,noun,m,77,A2+,,
витривалість,/vɪtrɪˈvɑlʲistʲ/,endurance,noun,f,77,A2+,,
волейбол,/volɛjˈbol/,volleyball,noun,m,77,A2+,,
вправа,/ˈvprɑvɑ/,exercise,noun,f,77,A2+,,
гантелі,/ɦɑnˈtɛlʲi/,dumbbells,noun,pl,77,A2+,,
гімнастика,/ɦʲimˈnɑstɪkɑ/,gymnastics,noun,f,77,A2+,,
гнучкість,/ɦnutʃˈkʲistʲ/,flexibility,noun,f,77,A2+,,
гол,/ɦol/,goal,noun,m,77,A2+,,
гравець,/ɦrɑˈvɛtsʲ/,player,noun,m,77,A2+,,
змагатися,/zmɑˈɦɑtɪsʲɑ/,to compete,verb,-,77,A2+,impf,
йога,/ˈjoɦɑ/,yoga,noun,f,77,A2+,,
карате,/kɑrɑˈtɛ/,karate,noun,n,77,A2+,indecl,
килимок,/kɪˈlɪmok/,mat,noun,m,77,A2+,,
команда,/koˈmɑndɑ/,team,noun,f,77,A2+,,
кросфіт,/krosˈfʲit/,crossfit,noun,m,77,A2+,,
матч,/mɑtʃ/,match,noun,m,77,A2+,,
медаль,/mɛˈdɑlʲ/,medal,noun,f,77,A2+,,
перемагати,/pɛrɛmɑˈɦɑtɪ/,to win,verb,-,77,A2+,impf,
перемога,/pɛrɛˈmoɦɑ/,victory,noun,f,77,A2+,,
плавання,/ˈplɑvɑnʲːɑ/,swimming,noun,n,77,A2+,,
плавати,/ˈplɑvɑtɪ/,to swim,verb,-,77,A2+,impf,
повторення,/povtoˈrɛnʲːɑ/,repetition,noun,n,77,A2+,,
поразка,/poˈrɑzkɑ/,defeat,noun,f,77,A2+,,
програвати,/proɦrɑˈvɑtɪ/,to lose,verb,-,77,A2+,impf,
рекорд,/rɛˈkord/,record,noun,m,77,A2+,,
розминка,/rozˈmɪnkɑ/,warm-up,noun,f,77,A2+,,
розтяжка,/rozˈtʲɑʒkɑ/,stretching,noun,f,77,A2+,,
сила,/ˈsɪlɑ/,strength,noun,f,77,A2+,,
спортзал,/sportˈzɑl/,gym,noun,m,77,A2+,,
тренер,/ˈtrɛnɛr/,coach,noun,m,77,A2+,,
тренування,/trɛnuˈvɑnʲːɑ/,training,noun,n,77,A2+,,
тренуватися,/trɛnuˈvɑtɪsʲɑ/,to train,verb,-,77,A2+,impf,
турнір,/turˈnʲir/,tournament,noun,m,77,A2+,,
фінал,/fʲiˈnɑl/,final,noun,m,77,A2+,,
чемпіон,/tʃɛmpʲiˈon/,champion,noun,m,77,A2+,,
чемпіонат,/tʃɛmpʲioˈnɑt/,championship,noun,m,77,A2+,,
штанга,/ˈʃtɑnɦɑ/,barbell,noun,f,77,A2+,,
акторка,/ɑkˈtorkɑ/,actress,noun,f,78,A2+,,
альбом,/ɑlʲˈbom/,album,noun,m,78,A2+,,
антракт,/ɑnˈtrɑkt/,intermission,noun,m,78,A2+,,
аплодисменти,/ɑplodɪsˈmɛntɪ/,applause,noun,pl,78,A2+,,
балет,/bɑˈlɛt/,ballet,noun,m,78,A2+,,
бандура,/bɑnˈdurɑ/,bandura,noun,f,78,A2+,,
бестселер,/bɛstsɛˈlɛr/,bestseller,noun,m,78,A2+,,
бойовик,/bojoˈvɪk/,action film,noun,m,78,A2+,,
вистава,/ˈvɪstɑvɑ/,performance,noun,f,78,A2+,,
вінок,/vʲiˈnok/,wreath,noun,m,78,A2+,,
вірш,/vʲirʃ/,poem,noun,m,78,A2+,,
галерея,/ɦɑlɛˈrɛjɑ/,gallery,noun,f,78,A2+,,
гітара,/ɦʲiˈtɑrɑ/,guitar,noun,f,78,A2+,,
гурт,/ɦurt/,band,noun,m,78,A2+,,
джаз,/dʒɑz/,jazz,noun,m,78,A2+,,
драма,/ˈdrɑmɑ/,drama,noun,f,78,A2+,,
жахи,/ˈʒɑxɪ/,horror,noun,pl,78,A2+,,
живопис,/ʒɪˈvopɪs/,painting,noun,m,78,A2+,,
картина,/kɑrˈtɪnɑ/,painting (work),noun,f,78,A2+,,
кінотеатр,/kʲinotɛˈɑtr/,movie theater,noun,m,78,A2+,,
колядка,/koˈlʲɑdkɑ/,Christmas carol,noun,f,78,A2+,,
комедія,/koˈmɛdʲijɑ/,comedy,noun,f,78,A2+,,
композитор,/kompozɪˈtor/,composer,noun,m,78,A2+,,
мелодія,/mɛˈlodʲijɑ/,melody,noun,f,78,A2+,,
мультфільм,/mulʲtˈfʲilʲm/,cartoon,noun,m,78,A2+,,
народна музика,/nɑˈrodnɑ ˈmuzɪkɑ/,folk music,noun,f,78,A2+,,
опера,/ˈopɛrɑ/,opera,noun,f,78,A2+,,
оркестр,/orˈkɛstr/,orchestra,noun,m,78,A2+,,
писанка,/ˈpɪsɑnkɑ/,Easter egg,noun,f,78,A2+,,
піаніно,/pʲiɑˈnʲino/,piano,noun,n,78,A2+,,
пісня,/ˈpʲisnʲɑ/,song,noun,f,78,A2+,,
поезія,/poˈɛzʲijɑ/,poetry,noun,f,78,A2+,,
поет,/poˈɛt/,poet,noun,m,78,A2+,,
прем'єра,/prɛmˈjɛrɑ/,premiere,noun,f,78,A2+,,
режисер,/rɛʒɪˈsɛr/,director,noun,m,78,A2+,,
роман,/roˈmɑn/,novel,noun,m,78,A2+,,
свято,/ˈsvʲɑto/,holiday,noun,n,78,A2+,,
скрипка,/ˈskrɪpkɑ/,violin,noun,f,78,A2+,,
скульптура,/skulʲpˈturɑ/,sculpture,noun,f,78,A2+,,
співак,/spʲiˈvɑk/,singer,noun,m,78,A2+,,
субтитри,/subˈtɪtrɪ/,subtitles,noun,pl,78,A2+,,
сценарій,/stsɛˈnɑrʲij/,screenplay,noun,m,78,A2+,,
традиція,/trɑˈdɪtsʲijɑ/,tradition,noun,f,78,A2+,,
весь час,/wɛsʲ t͡ʃɑs/,all the time,noun,-,81,B1,,
за годину,/zɑ ɦoˈdɪnu/,in an hour,noun,-,81,B1,,
